ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.10906276386152547,0.6308159392789374,0.4966692390801049,0.992867307553013,0.15868140868140868,-0.10071234484921332,-0.768177079925028,-1.0419740782626163,-0.13537614207498283
